"标准部门",科目(原),科目(内),科目(外),班级编码,班级名称（外）,班级名称（内）,班级类型名称,班级课次数,总课次,班级时长,实际时长,单次课时长,教材费,产品品类,产品品类(原),产品体系(原),产品体系,课程产品名称,课程产品名称(外),合班状态,合班详情,续班类型,年级(原),年级序数,年级(外),班级标价,主带课老师,关联班号,季度,季度(外),班级状态,开课日期,实际开课日期,班级审核状态,上课形式,授课方式,授课方式(原),授课渠道,最大人数,设班日期,上课时间(外),教材发放形式,实际结课日期,当前人数(占名额),最小发薪部门,上课地点(外),上课教室,考勤方式,班容名称,管理项目,校区名称,结课日期,保底人数,开班人数,课程名称
"国外考试部",英语,英语,,GYDT01027A,Global Primary 英语 Prep 1A,Global Primary 英语 Prep 1A（Prep 1A）,Global Primary 英语,48,48,2880,2880,60.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary 英语 Prep 1A,Global Primary 英语 Prep 1A,否,,可续,,,,9900.00,戴甜(661131),,"春季,暑假,秋季,寒假",,正常,2027-01-03,2027-01-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,0,2026-08-07,春秋季周日13:30-15:30，寒暑假集中上课,"有教材,开课前领取",2027-06-20,0,国际教育青少部,东塘中设广场,东塘A8教室,班级刷卡,6人,国外考试部,东塘中设广场教学区,2027-06-20,3,4,
"国外考试部",英语,英语,,GYSY01032A,Global Primary 英语 Prep 1A,Global Primary 英语 Prep 1A（Prep 1A）,Global Primary 英语,48,48,2880,2880,60.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary 英语 Prep 1A,Global Primary 英语 Prep 1A,否,,可续,,,,9900.00,文萱妮(638361),,"春季,暑假,秋季,寒假",,正常,2027-01-03,2027-01-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,0,2026-08-07,春秋季周日16:00-18:00，寒暑假集中上课,"有教材,开课前领取",2027-06-20,0,国际教育青少部,芙蓉广场,芙蓉广场5-03教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2027-06-20,3,4,
"素养智学部",科创,科创,科创,SZ27AWRC001,WRC国赛竞赛班,WRC-Robot Dream（总决赛）赛事班,通用,4,4,480,480,120.0,"	0.00",SK,SK,专项体系,专项体系,WRC-Robot Dream（总决赛）赛事班,WRC-Robot Dream（总决赛）赛事班,否,,不可续,小学,"一年级,二年级,三年级,四年级,五年级,六年级",小学,960.00,颜俊敏(416482),,暑假,暑假,正常,2026-08-13,2026-08-13,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-10,每天10:00-12:00,,2026-08-16,8,素养素质(智学),洋湖新城314教室,洋湖新城314教室,班级刷卡,12人,素质,洋湖新城教学区,2026-08-16,8,10,机器人赛事集训
"素养智学部",书法,书法,书法,XZ228A00012,素质成长营（写字2）（暑）,一年级书法暑假ZT1班,通用,10,10,900,900,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,一年级书法暑假ZT1班,一年级书法暑假ZT1班,否,,不可续,一年级,一年级,一年级,975.00,彭博(658241),,暑假,暑假,正常,2027-07-09,2027-07-09,已审核,走读,常规面授,常规面授,,15,2026-08-08,每天16:00-17:30（上5休1）,"有教材,开课前领取",2027-07-19,1,素养素质(智学),梅岭国际210教室,梅岭国际210教室,班级刷卡,12人,素质,梅岭国际教学区,2027-07-19,7,8,书法2
"素养智学部",书法,书法,书法,XZ328A0006,素质成长营（写字3）（暑）,二年级书法暑假ZT1班,通用,10,10,900,900,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,二年级书法暑假ZT1班,二年级书法暑假ZT1班,否,,不可续,二年级,二年级,二年级,975.00,廖思年(342029),,暑假,暑假,正常,2027-08-18,2027-08-18,已审核,走读,常规面授,常规面授,,15,2026-08-08,每天10:40-12:10（上5休1）,"有教材,开课前领取",2027-08-28,1,素养素质(智学),洋湖新城316教室,洋湖新城316教室,班级刷卡,12人,素质,洋湖新城教学区,2027-08-28,7,8,书法3
"素养智学部",书法,书法,书法,XZ127D0006A,素质成长营（写字1）（春）,S3书法春季上ZT1班（默认线下）,通用,4,4,360,360,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,S3书法春季上ZT1班,S3书法春季上ZT1班,否,,不可续,S3,S3,S3,390.00,彭博(658241),XZ127D0006B,春季上,春季上,正常,2027-03-06,2027-03-06,已审核,走读,常规面授,常规面授,,15,2026-08-08,周六16:00-17:30,"有教材,开课前领取",2027-03-27,1,素养素质(智学),梅岭国际210教室,梅岭国际210教室,班级刷卡,12人,素质,梅岭国际教学区,2027-03-27,7,8,书法1
"素养智学部",书法,书法,书法,XZ127D0006B,素质成长营（写字1）（春）,S3书法春季下ZT1班（默认线下）,通用,12,12,1080,1080,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,S3书法春季下ZT1班,S3书法春季下ZT1班,否,,不可续,S3,S3,S3,1170.00,彭博(658241),XZ127D0006A,春季下,春季下,正常,2027-04-03,2027-04-03,已审核,走读,常规面授,常规面授,,15,2026-08-08,周六16:00-17:30,"有教材,开课前领取",2027-06-19,1,素养素质(智学),梅岭国际210教室,梅岭国际210教室,班级刷卡,12人,素质,梅岭国际教学区,2027-06-19,7,8,书法1
"素养智学部",书法,书法,书法,XZ127C0006,素质成长营（写字1）（寒）,S3书法寒假ZT1班（默认线下1）,通用,9,9,810,810,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,S3书法寒假ZT1班,S3书法寒假ZT1班,否,,不可续,S3,S3,S3,877.50,彭博(658241),,寒假,寒假,正常,2027-01-09,2027-01-09,已审核,走读,常规面授,常规面授,,15,2026-08-08,每天16:00-17:30,"有教材,开课前领取",2027-01-17,4,素养素质(智学),梅岭国际210教室,梅岭国际210教室,班级刷卡,12人,素质,梅岭国际教学区,2027-01-17,7,8,书法1
"素养智学部",书法,书法,书法,XZ227D0011B,素质成长营（写字2）（春）,一年级书法春季下ZT1班（默认线下）,通用,12,12,1080,1080,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,一年级书法春季下ZT1班,一年级书法春季下ZT1班,否,,不可续,一年级,一年级,一年级,1170.00,廖思年(342029),XZ227D0011A,春季下,春季下,正常,2027-04-04,2027-04-04,已审核,走读,常规面授,常规面授,,15,2026-08-08,周日10:40-12:10,"有教材,开课前领取",2027-06-20,1,素养素质(智学),洋湖新城316教室,洋湖新城316教室,班级刷卡,12人,素质,洋湖新城教学区,2027-06-20,7,8,书法2
"素养智学部",书法,书法,书法,XZ227D0011A,素质成长营（写字2）（春）,一年级书法春季上ZT1班（默认线下）,通用,4,4,360,360,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,一年级书法春季上ZT1班,一年级书法春季上ZT1班,否,,不可续,一年级,一年级,一年级,390.00,廖思年(342029),XZ227D0011B,春季上,春季上,正常,2027-03-07,2027-03-07,已审核,走读,常规面授,常规面授,,15,2026-08-08,周日10:40-12:10,"有教材,开课前领取",2027-03-28,1,素养素质(智学),洋湖新城316教室,洋湖新城316教室,班级刷卡,12人,素质,洋湖新城教学区,2027-03-28,7,8,书法2
"素养智学部",书法,书法,书法,XZ227C0011,素质成长营（写字2）（寒）,一年级书法寒假ZT1班（默认线下1）,通用,9,9,810,810,90.0,"	0.00",ZT1,ZT1,专项体系,专项体系,一年级书法寒假ZT1班,一年级书法寒假ZT1班,否,,不可续,一年级,一年级,一年级,877.50,廖思年(342029),,寒假,寒假,正常,2027-01-10,2027-01-10,已审核,走读,常规面授,常规面授,,15,2026-08-08,每天10:40-12:10,"有教材,开课前领取",2027-01-18,3,素养素质(智学),洋湖新城316教室,洋湖新城316教室,班级刷卡,12人,素质,洋湖新城教学区,2027-01-18,7,8,书法2
"素养智学部",双语故事表演,双语故事表演,双语故事表演,PM227B0270B,双语绘本2C+领航班（秋）,双语故事表演L2秋季下C1班（C+）,通用,12,12,1320,1320,110.0,"	0.00",L2,L2,常规体系,常规体系,双语故事表演L2秋季下C1班,二年级双语故事表演秋季下L2班,否,,连季续,二年级,二年级,二年级,2520.00,陈静(365957),PM227B0270A,秋季下,秋季下,正常,2026-10-07,2026-10-10,已审核,走读,常规面授,常规面授,,18,2026-08-07,周六16:00-17:50,"有教材,开课前领取",2026-12-26,9,素养素质(智学),东塘201教室,东塘201教室,班级刷卡,15人,素养,东塘教学区,2026-12-26,10,12,分级阅读2
"素养智学部",双语故事表演,双语故事表演,双语故事表演,PM227B0270A,双语绘本2C+领航班（秋）,双语故事表演L2秋季上C1班（C+）,通用,4,4,440,440,110.0,"	0.00",L2,L2,常规体系,常规体系,双语故事表演L2秋季上C1班,二年级双语故事表演秋季上L2班,否,,连季续,二年级,二年级,二年级,840.00,陈静(365957),PM227B0270B,秋季上,秋季上,正常,2026-09-05,2026-09-05,已审核,走读,常规面授,常规面授,,18,2026-08-07,周六16:00-17:50,"有教材,开课前领取",2026-09-26,9,素养素质(智学),东塘201教室,东塘201教室,班级刷卡,15人,素养,东塘教学区,2026-09-26,10,12,分级阅读2
"素养智学部",英语,英语,英语,YYZH6B0726A,双语智慧6A（秋）,六年级英语秋季上A2服务（默认A）,通用,4,4,480,480,120.0,"	0.00",TG,TG,常规体系,常规体系,六年级英语秋季上A2服务,六年级英语A秋季上智慧学习空间,否,,连季续,六年级(小学),六年级,六年级,800.00,彭念慈(612650),YYZH6B0726B,秋季上,秋季上,正常,2026-09-05,2026-09-05,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-07,周六08:30-10:30,"有教材,开课前领取",2026-09-26,8,学习机托管(智学),二十四品01自习室,二十四品01自习室,班级刷卡,20人,学习机托管,二十四品教学区,2026-09-26,8,12,六年级英语
"智慧学习部",英语,英语,英语,YYZH7B27027A,YY秋季智慧学习空间7A,学习机托管七年级英语秋季上A2服务,通用,4,4,480,480,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级英语秋季上A2服务,YY秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,800.00,李飞燕(353896),YYZH7B27027B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-05,周日08:30-10:30,"有教材,开课前领取",2026-09-27,13,学习机托管(智慧),北辰自习室05,北辰自习室05,班级刷卡,20人,学习机托管,北辰智慧空间,2026-09-27,8,12,初一英语
"智慧学习部",英语,英语,英语,YYZH7B27027B,YY秋季智慧学习空间7A,学习机托管七年级英语秋季下A2服务,通用,12,12,1440,1440,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级英语秋季下A2服务,YY秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,2400.00,李飞燕(353896),YYZH7B27027A,秋季下,秋季下,正常,2026-10-18,2026-10-18,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-05,周日08:30-10:30,"有教材,开课前领取",2027-01-03,13,学习机托管(智慧),北辰自习室05,北辰自习室05,班级刷卡,20人,学习机托管,北辰智慧空间,2027-01-03,8,12,初一英语
"智慧学习部",英语,英语,英语,YYZH7B27035A,YY秋季智慧学习空间7A,学习机托管七年级英语秋季上A2服务,通用,4,4,480,480,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级英语秋季上A2服务,YY秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,800.00,罗彩玉(698506),YYZH7B27035B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-05,周日08:30-10:30,"有教材,开课前领取",2026-09-27,7,学习机托管(智慧),钰龙天下自习室02,钰龙天下自习室02,班级刷卡,20人,学习机托管,钰龙天下教学区,2026-09-27,8,12,初一英语
"智慧学习部",英语,英语,英语,YYZH7B27035B,YY秋季智慧学习空间7A,学习机托管七年级英语秋季下A2服务,通用,12,12,1440,1440,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级英语秋季下A2服务,YY秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,2400.00,罗彩玉(698506),YYZH7B27035A,秋季下,秋季下,正常,2026-10-18,2026-10-18,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-05,周日08:30-10:30,"有教材,开课前领取",2027-01-03,7,学习机托管(智慧),钰龙天下自习室02,钰龙天下自习室02,班级刷卡,20人,学习机托管,钰龙天下教学区,2027-01-03,8,12,初一英语
"素养智学部",科创,科创,机器人编程,SZ27DJQ181B,机器人L1（春）,机器人编程L1-3段春季下班,通用,12,12,1080,1080,90.0,"	0.00",L1,L1,常规体系,常规体系,科创L1-3段春季下班,一年级机器人编程春季下L1班,否,,连季续,一年级,一年级,一年级,2160.00,张智博(411871),SZ27DJQ181A,春季下,春季下,正常,2027-03-28,2027-03-28,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2027-06-13,0,素养素质(智学),梅岭国际211教室,梅岭国际211教室,班级刷卡,12人,素质,梅岭国际教学区,2027-06-13,8,10,机器人编程L1
"素养智学部",科创,科创,机器人编程,SZ27BJQ181B,机器人L1（秋）,机器人编程L1-1段秋季下班,通用,12,12,1080,1080,90.0,"	0.00",L1,L1,常规体系,常规体系,科创L1-1段秋季下班,一年级机器人编程秋季下L1班,否,,连季续,一年级,一年级,一年级,2160.00,张智博(411871),SZ27BJQ181A,秋季下,秋季下,正常,2026-10-04,2026-10-04,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2026-12-20,0,素养素质(智学),梅岭国际211教室,梅岭国际211教室,班级刷卡,12人,素质,梅岭国际教学区,2026-12-20,8,10,机器人编程L1
"素养智学部",科创,科创,机器人编程,SZ27DJQ182B,机器人S2（春）,机器人编程S2-3段春季下班,通用,12,12,1080,1080,90.0,"	0.00",S2,S2,常规体系,常规体系,科创S2-3段春季下班,S2机器人编程春季下S2班,否,,连季续,S2,S2,S2,2160.00,易志强(653504),SZ27DJQ182A,春季下,春季下,正常,2027-03-28,2027-03-28,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2027-06-13,1,素养素质(智学),西子花苑旗舰店202教室,西子花苑旗舰店202教室,班级刷卡,12人,素质,西子花苑旗舰店教学区,2027-06-13,8,10,机器人编程S2
"素养智学部",科创,科创,机器人编程,SZ27DJQ182A,机器人S2（春）,机器人编程S2-3段春季上班,通用,3,3,270,270,90.0,"	0.00",S2,S2,常规体系,常规体系,科创S2-3段春季上班,S2机器人编程春季上S2班,否,,连季续,S2,S2,S2,540.00,易志强(653504),SZ27DJQ182B,春季上,春季上,正常,2027-03-07,2027-03-07,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2027-03-21,1,素养素质(智学),西子花苑旗舰店202教室,西子花苑旗舰店202教室,班级刷卡,12人,素质,西子花苑旗舰店教学区,2027-03-21,8,10,机器人编程S2
"素养智学部",科创,科创,机器人编程,SZ27CJQ182,机器人S2（寒）,机器人编程S2-2段寒假班,通用,8,8,720,720,90.0,"	0.00",S2,S2,常规体系,常规体系,科创S2-2段寒假班,S2机器人编程寒假S2班,否,,连季续,S2,S2,S2,1440.00,易志强(653504),,寒假,寒假,正常,2027-01-10,2027-01-10,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,每天10:40-12:10,"有教材,开课前领取",2027-01-17,1,素养素质(智学),西子花苑旗舰店202教室,西子花苑旗舰店202教室,班级刷卡,12人,素质,西子花苑旗舰店教学区,2027-01-17,8,10,机器人编程S2
"素养智学部",科创,科创,机器人编程,SZ27BJQ182B,机器人S2（秋）,机器人编程S2-1段秋季下班,通用,12,12,1080,1080,90.0,"	0.00",S2,S2,常规体系,常规体系,科创S2-1段秋季下班,S2机器人编程秋季下S2班,否,,连季续,S2,S2,S2,2160.00,易志强(653504),SZ27BJQ182A,秋季下,秋季下,正常,2026-10-04,2026-10-04,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2026-12-20,4,素养素质(智学),西子花苑旗舰店202教室,西子花苑旗舰店202教室,班级刷卡,12人,素质,西子花苑旗舰店教学区,2026-12-20,8,10,机器人编程S2
"素养智学部",科创,科创,机器人编程,SZ27BJQ182A,机器人S2（秋）,机器人编程S2-1段秋季上班,通用,3,3,270,270,90.0,"	0.00",S2,S2,常规体系,常规体系,科创S2-1段秋季上班,S2机器人编程秋季上S2班,否,,连季续,S2,S2,S2,540.00,易志强(653504),SZ27BJQ182B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2026-09-27,4,素养素质(智学),西子花苑旗舰店202教室,西子花苑旗舰店202教室,班级刷卡,12人,素质,西子花苑旗舰店教学区,2026-09-27,8,10,机器人编程S2
"素养智学部",科创,科创,机器人编程,SZ27DJQ181A,机器人L1（春）,机器人编程L1-3段春季上班,通用,3,3,270,270,90.0,"	0.00",L1,L1,常规体系,常规体系,科创L1-3段春季上班,一年级机器人编程春季上L1班,否,,连季续,一年级,一年级,一年级,540.00,张智博(411871),SZ27DJQ181B,春季上,春季上,正常,2027-03-07,2027-03-07,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2027-03-21,0,素养素质(智学),梅岭国际211教室,梅岭国际211教室,班级刷卡,12人,素质,梅岭国际教学区,2027-03-21,8,10,机器人编程L1
"素养智学部",科创,科创,机器人编程,SZ27CJQ181,机器人L1（寒）,机器人编程L1-2段寒假班,通用,8,8,720,720,90.0,"	0.00",L1,L1,常规体系,常规体系,科创L1-2段寒假班,一年级机器人编程寒假L1班,否,,连季续,一年级,一年级,一年级,1440.00,张智博(411871),,寒假,寒假,正常,2027-01-10,2027-01-10,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,每天10:40-12:10,"有教材,开课前领取",2027-01-17,0,素养素质(智学),梅岭国际211教室,梅岭国际211教室,班级刷卡,12人,素质,梅岭国际教学区,2027-01-17,8,10,机器人编程L1
"素养智学部",科创,科创,机器人编程,SZ27BJQ181A,机器人L1（秋）,机器人编程L1-1段秋季上班,通用,3,3,270,270,90.0,"	0.00",L1,L1,常规体系,常规体系,科创L1-1段秋季上班,一年级机器人编程秋季上L1班,否,,连季续,一年级,一年级,一年级,540.00,张智博(411871),SZ27BJQ181B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,12,2026-08-04,周日10:40-12:10,"有教材,开课前领取",2026-09-27,0,素养素质(智学),梅岭国际211教室,梅岭国际211教室,班级刷卡,12人,素质,梅岭国际教学区,2026-09-27,8,10,机器人编程L1
"智慧学习部",数学,数学,数学,SXZH7B27022A,SX秋季智慧学习空间7A,学习机托管七年级数学秋季上A2服务,通用,4,4,480,480,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级数学秋季上A2服务,SX秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,800.00,田分(441061),SXZH7B27022B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-04,周日08:30-10:30,"有教材,开课前领取",2026-09-27,7,学习机托管(智慧),大润发310教室,大润发310教室,班级刷卡,20人,学习机托管,大润发教学区,2026-09-27,8,12,初一数学
"智慧学习部",数学,数学,数学,SXZH7B27022B,SX秋季智慧学习空间7A,学习机托管七年级数学秋季下A2服务,通用,12,12,1440,1440,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级数学秋季下A2服务,SX秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,2400.00,田分(441061),SXZH7B27022A,秋季下,秋季下,正常,2026-10-18,2026-10-18,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-04,周日08:30-10:30,"有教材,开课前领取",2027-01-03,7,学习机托管(智慧),大润发310教室,大润发310教室,班级刷卡,20人,学习机托管,大润发教学区,2027-01-03,8,12,初一数学
"素养智学部",博文妙笔,博文妙笔,博文妙笔,BW327A0725,博文口才 3（暑）,博文妙笔L3暑假B1班,通用,10,10,1100,1100,110.0,"	0.00",L3,L3,常规体系,常规体系,博文妙笔L3暑假B1班,三年级博文妙笔暑假L3班,否,,连季续,三年级,三年级,三年级,2000.00,宋宇晖(361477),,暑假,暑假,正常,2026-08-18,2026-08-18,已审核,走读,常规面授,常规面授,,18,2026-08-03,每天10:40-12:30(上5休1),"有教材,开课前领取",2026-08-28,8,素养素质(智学),时光汇204教室,时光汇204教室,班级刷卡,15人,素养,时光汇教学区,2026-08-28,10,12,语商表达3
"智慧学习部",英语,英语,英语,YYZH7B2700030A,YY秋季智慧学习空间7A,学习机托管七年级英语秋季上A2服务,通用,4,4,480,480,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级英语秋季上A2服务,YY秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,800.00,陈晓玉(441042),YYZH7B2700030B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-03,周日16:00-18:00,"有教材,开课前领取",2026-09-27,21,学习机托管(智慧),晚报大厦207教室,晚报大厦207教室,班级刷卡,20人,学习机托管,晚报大厦教学区,2026-09-27,8,12,初一英语
"智慧学习部",数学,数学,数学,SXZH7B2700046A,SX秋季智慧学习空间7A,学习机托管七年级数学秋季上A2服务,通用,4,4,480,480,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级数学秋季上A2服务,SX秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,800.00,王哲禹(201112),SXZH7B2700046B,秋季上,秋季上,正常,2026-09-06,2026-09-06,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-03,周日13:50-15:50,"有教材,开课前领取",2026-09-27,17,学习机托管(智慧),大润发304教室,大润发304教室,班级刷卡,20人,学习机托管,大润发教学区,2026-09-27,8,12,初一数学
"智慧学习部",数学,数学,数学,SXZH7B2700046B,SX秋季智慧学习空间7A,学习机托管七年级数学秋季下A2服务,通用,12,12,1440,1440,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级数学秋季下A2服务,SX秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,2400.00,王哲禹(201112),SXZH7B2700046A,秋季下,秋季下,正常,2026-10-18,2026-10-18,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-03,周日13:50-15:50,"有教材,开课前领取",2027-01-03,17,学习机托管(智慧),大润发304教室,大润发304教室,班级刷卡,20人,学习机托管,大润发教学区,2027-01-03,8,12,初一数学
"智慧学习部",英语,英语,英语,YYZH7B2700030B,YY秋季智慧学习空间7A,学习机托管七年级英语秋季下A2服务,通用,12,12,1440,1440,120.0,"	0.00",A2,A2,A体系,A体系,学习机托管七年级英语秋季下A2服务,YY秋季智慧学习空间7A,否,,连季续,初一,七年级,七年级,2400.00,陈晓玉(441042),YYZH7B2700030A,秋季下,秋季下,正常,2026-10-18,2026-10-18,已审核,"走读,在线","常规面授,在线录播",在线录播,智慧学习机,24,2026-08-03,周日16:00-18:00,"有教材,开课前领取",2027-01-03,21,学习机托管(智慧),晚报大厦207教室,晚报大厦207教室,班级刷卡,20人,学习机托管,晚报大厦教学区,2027-01-03,8,12,初一英语
