"标准部门",科目(原),科目(内),科目(外),班级编码,班级名称（外）,班级名称（内）,班级类型名称,班级课次数,总课次,班级时长,实际时长,单次课时长,教材费,产品品类,产品品类(原),产品体系(原),产品体系,课程产品名称,课程产品名称(外),合班状态,合班详情,续班类型,年级(原),年级序数,年级(外),班级标价,主带课老师,关联班号,季度,季度(外),班级状态,开课日期,实际开课日期,班级审核状态,上课形式,授课方式,授课方式(原),授课渠道,最大人数,设班日期,上课时间(外),教材发放形式,实际结课日期,当前人数(占名额),最小发薪部门,上课地点(外),上课教室,考勤方式,班容名称,管理项目,校区名称,结课日期,保底人数,开班人数,课程名称
"国外考试部",全科,"阅读,写作,听力,口语",,MKY275,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,7,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,彭越(669742),,暑假,,正常,2026-08-21,2026-08-21,已审核,走读,常规面授,常规面授,,25,2026-06-27,8.22上午笔试，口试时间见课表,无教材,2026-08-22,2,国外考试部,芙蓉广场教学区,芙蓉广场VIP22-虚拟1,班级刷卡,25人,国外考试部,芙蓉广场教学区,2026-08-22,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,MKY276,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,5,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,,,暑假,,正常,2026-08-27,2026-08-27,已审核,走读,常规面授,常规面授,,25,2026-06-27,8.27下午笔试，口试时间见课表,无教材,2026-08-29,3,国外考试部,芙蓉广场教学区,芙蓉广场VIP22-虚拟2,班级刷卡,25人,国外考试部,芙蓉广场教学区,2026-08-29,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,GYSY2011A,Global Primary外语2A,Global Primary外语2A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语2A 上,Global Primary外语2A 上,否,,可续,,,,3300.00,王聪(373277),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,7,2025-09-29,春秋周日13:30-15:30，寒暑集中上课,"有教材,开课前领取",2026-08-22,6,国际教育青少部,芙蓉广场教学区,芙蓉广场5-07教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYSY3005C,Global Primary外语3C,Global Primary外语3B 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语3B 上,Global Primary外语3B 上,否,,可续,,,,3300.00,文萱妮(638361),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,7,2025-03-19,"春秋季每周日13:30-15:30, 寒暑假集中上课","有教材,开课前领取",2026-08-22,6,国际教育青少部,芙蓉广场,芙蓉广场5-05教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYBF1014C,Global Primary外语1C,Global Primary外语1B 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语1B 上,Global Primary外语1B 上,否,,可续,,,,3300.00,戴甜(661131),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-11-29,"春秋季周日10:30-12:30，寒暑假集中上课 ","有教材,开课前领取",2026-08-22,5,国际教育青少部,"八方24品 ",八方309教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYDT1005C,Global Primary外语1C,Global Primary外语1B 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语1B 上,Global Primary外语1B 上,否,,可续,,,,3300.00,丁顺(132248),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,8,2025-03-19,"春秋周日 13:30~15:30,寒暑假集中上课","有教材,开课前领取",2026-08-22,7,国际教育青少部,东塘,东塘A3教室,班级刷卡,6人,国外考试部,东塘中设广场教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYSY1021A,Global Primary外语1A,Global Primary外语1A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语1A 上,Global Primary外语1A 上,否,,可续,,,,3300.00,戴莎(616592),,暑假,,正常,2026-08-13,2026-08-13,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2026-03-20,春秋季周日16:00-18:00，寒暑假集中上课,"有教材,开课前领取",2026-08-21,4,国际教育青少部,芙蓉广场,芙蓉广场5-06教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-21,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYBF2004A,Global Primary外语2A,Global Primary外语2A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语2A 上,Global Primary外语2A 上,否,,可续,,,,3300.00,曹婷(652742),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,7,2025-09-29,春秋周日08:00-10:00，寒暑集中上课,"有教材,开课前领取",2026-08-22,7,国际教育青少部,八方24品,八方307教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-22,3,4,
"国外考试部",全科,"英语,阅读,听力,口语,英语语言写作,综合能力,综合听说,综合读写",,GYSY00011A,Global Primary外语Starter 上,Global Primary外语Starter 上（FY26版本2）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语Starter 上,Global Primary外语Starter 上,否,,可续,,,,3300.00,文萱妮(638361),,暑假,,正常,2026-08-13,2026-08-13,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,8,2026-03-20,春秋季周日16:00-18:00，寒暑假集中上课,"有教材,开课前领取",2026-08-21,5,国际教育青少部,芙蓉广场,芙蓉广场5-02教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-21,3,4,
"国外考试部",全科,"英语,阅读,听力,口语,英语语言写作,综合能力,综合听说,综合读写",,GYBF00013A,Global Primary外语Starter 上,Global Primary外语Starter 上（FY26版本2）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语Starter 上,Global Primary外语Starter 上,否,,可续,,,,3300.00,王佳卉(369072),,暑假,,正常,2026-08-17,2026-08-17,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2026-04-11,春秋周日16:00-18:00，寒暑集中上课,"有教材,开课前领取",2026-08-25,6,国际教育青少部,八方24品,八方311教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-25,3,4,
"国外考试部",全科,"英语,阅读,听力,口语,英语语言写作,综合能力,综合听说,综合读写",,GYBF00012A,Global Primary外语Starter 上（FY26版本2）,Global Primary外语Starter 上（FY26版本2）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语Starter 上,Global Primary外语Starter 上,否,,可续,,,,3300.00,王佳卉(369072),,暑假,,正常,2026-08-17,2026-08-17,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2026-03-20,春秋季周日10：30-12：30，寒暑假集中上课,"有教材,开课前领取",2026-08-25,6,国际教育青少部,"八方24品 ",八方311教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-25,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,FB2702,雅思大学生封闭营费用（6/6.5）,雅思大学生封闭营费用,IELTS进阶班,1,1,60,60,60.0,"	0.00",JF6,JF6,计费体系,计费体系,雅思大学生封闭营费用,雅思大学生封闭营费用,否,,,,,,16000.00,,,暑假,,正常,2026-08-28,2026-08-28,已审核,走读,常规面授,常规面授,,25,2026-06-21,待定,无教材,2026-08-28,1,国外考试部,天马,天马201教室,不使用一卡通,25人,国外考试部,天马教学区,2026-08-28,1,1,
"国外考试部",全科,"英语,阅读,听力,口语,英语语言写作,综合能力,综合听说,综合读写",,GYDT00015A,Global Primary外语Starter 上,Global Primary外语Starter 上（FY26版本2）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语Starter 上,Global Primary外语Starter 上,否,,可续,,,,3300.00,戴甜(661131),,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,8,2026-03-20,春秋季周日13:30-15:30，寒暑假集中上课,"有教材,开课前领取",2026-08-11,4,国际教育青少部,东塘中设广场,东塘A3教室,班级刷卡,6人,国外考试部,东塘中设广场教学区,2026-08-11,3,4,
"国外考试部",全科,"英语,阅读,写作,听力,口语,综合能力,综合听说,综合读写",,LXB2006A,初中国际双优体系三级A（卓越二）,初中国际双优体系三级A（B班寒暑卓越二）,美国同步课程,8,8,960,960,120.0,"	0.00",学术衔接,学术衔接,专项体系,专项体系,初中国际双优体系三级A,初中国际双优体系三级A,否,,可续,,,,3300.00,刘志鹏(346763),,暑假,,正常,2026-08-05,2026-08-05,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,8,2025-12-24,春秋季每周六10:10~12:10，寒暑假集中上课,无教材,2026-08-13,4,国外考试部,芙蓉广场教学区,芙蓉广场虚拟教室（16楼大会议室）,班级刷卡,12人,国外考试部,芙蓉广场教学区,2026-08-13,6,7,
"国外考试部",全科,"阅读,写作,听力,口语",,GYTM2005A,Global Primary外语2A,Global Primary外语2A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语2A 上,Global Primary外语2A 上,否,,可续,,,,3300.00,谭梦琼(420122),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,7,2025-09-29,春秋季周日16:00-18:00，寒暑假集中上课,"有教材,开课前领取",2026-08-22,6,国际教育青少部,天马,天马05教室,班级刷卡,6人,国外考试部,天马教学区,2026-08-22,3,4,
"国外考试部",全科,"英语,阅读,听力,口语,英语语言写作,综合能力,综合听说,综合读写",,GYDT00017A,Global Primary外语Starter 上（FY26版本2）,Global Primary外语Starter 上（FY26版本2）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语Starter 上,Global Primary外语Starter 上,否,,可续,,,,3300.00,唐茜(660071),,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,9,2026-07-05,春秋季周六16:00-18:00，寒暑假集中上课,"有教材,开课前领取",2026-08-11,4,国际教育青少部,东塘中设广场,东塘A8教室,班级刷卡,6人,国外考试部,东塘中设广场教学区,2026-08-11,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,MKY283,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,8,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,,,暑假,,正常,2026-08-14,2026-08-14,已审核,走读,常规面授,常规面授,,25,2026-07-01,口试见课表,无教材,2026-08-19,7,国外考试部,天马,天马五楼VIP1教室（虚拟）,班级刷卡,25人,国外考试部,天马教学区,2026-08-19,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,GYSY2016A,Global Primary外语2A,Global Primary外语2A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语2A 上,Global Primary外语2A 上,否,,可续,,,,3300.00,陈媛(002791),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-03,春秋季每周日10:10-12:10，寒暑假集中上课,"有教材,开课前领取",2026-08-22,6,国际教育青少部,芙蓉广场,芙蓉广场5-10教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYBF2005A,Global Primary外语2A,Global Primary外语2A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语2A 上,Global Primary外语2A 上,否,,可续,,,,3300.00,陈媛(002791),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-09-29,春秋季每周日16:00-18:00，寒暑假集中上课,"有教材,开课前领取",2026-08-22,9,国际教育青少部,八方24品教学区,八方307教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-22,3,4,
"国外考试部",全科,"英语,阅读,写作,听力,口语,综合能力,综合听说,综合读写",,LXB1032A,初中国际双优体系二级A（卓越一）,初中国际双优体系二级A（B班寒暑卓越一）,美国同步课程,8,8,960,960,120.0,"	0.00",学术衔接,学术衔接,专项体系,专项体系,初中国际双优体系二级A,初中国际双优体系二级A,否,,可续,,,,3300.00,许青兰(134452),,暑假,,正常,2026-08-13,2026-08-13,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,11,2026-02-08,春秋季每周日13:30~15:30，寒暑假集中上课,无教材,2026-08-21,10,国外考试部,芙蓉广场,芙蓉广场16-A2教室,班级刷卡,12人,国外考试部,芙蓉广场教学区,2026-08-21,6,7,
"国外考试部",全科,"阅读,写作,听力,口语",,GYBF1017A,Global Primary外语1A,Global Primary外语1A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语1A 上,Global Primary外语1A 上,否,,可续,,,,3300.00,曹婷(652742),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-03,春秋季每周日10:30-12:30，寒暑假集中上课,"有教材,开课前领取",2026-08-22,7,国际教育青少部,八方24品,八方302教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,GYBF3002A,Global Primary外语3A,Global Primary外语3A 上（FY26）,Global Primary 英语,8,8,960,960,120.0,120.00,国际教育,国际教育,常规体系,常规体系,Global Primary外语3A 上,Global Primary外语3A 上,否,,可续,,,,3300.00,谭银平(339722),,暑假,,正常,2026-08-14,2026-08-14,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,9,2025-12-03,春秋每周日13:30~15:30，寒暑假集中上课,"有教材,开课前领取",2026-08-22,7,国际教育青少部,八方24品,八方306教室,班级刷卡,6人,国外考试部,八方24品教学区,2026-08-22,3,4,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2715B,雅思大学生直通车高级班（B）,雅思大学生直通车高级班（FY26-B）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,,,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-23,"周一至周六10:10-12:10,13:30-15:30,15:40-17:40","有教材,开课前领取",2026-08-20,10,国外考试部,天马教学区,天马虚拟教室3（407教室）,班级刷卡,6人,国外考试部,天马教学区,2026-08-20,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,MKY271,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,8,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,,,暑假,,正常,2026-08-02,2026-08-02,已审核,走读,常规面授,常规面授,,25,2026-06-27,8.2下午笔试，口试时间见课表,无教材,2026-08-04,1,国外考试部,芙蓉广场教学区,芙蓉广场虚拟教室（16楼大会议室）,班级刷卡,25人,国外考试部,芙蓉广场教学区,2026-08-04,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2706A,雅思大学生直通车高级班（A）,雅思大学生直通车高级班（FY26-A）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,,,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-23,"周一至周六10:10-12:10,13:30-15:30,15:40-17:40","有教材,开课前领取",2026-08-20,10,国外考试部,天马教学区,天马虚拟教室3（407教室）,班级刷卡,6人,国外考试部,天马教学区,2026-08-20,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2704B,雅思大学生直通车高级班（B）,雅思大学生直通车高级班（FY26-B）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,,,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-23,"周一至周六08:00-10:00,10:10-12:10,13:30-15:30","有教材,开课前领取",2026-08-20,10,国外考试部,天马教学区,天马虚拟教室3（407教室）,班级刷卡,6人,国外考试部,天马教学区,2026-08-20,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,MKY273,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,7,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,,,暑假,,正常,2026-08-10,2026-08-10,已审核,走读,常规面授,常规面授,,25,2026-06-27,8.11上午笔试，口试时间见课表,无教材,2026-08-11,1,国外考试部,芙蓉广场教学区,芙蓉广场VIP22-虚拟7,班级刷卡,25人,国外考试部,芙蓉广场教学区,2026-08-11,13,14,
"国外考试部",全科,"英语,阅读,写作,听力,口语,综合能力,综合听说,综合读写",,LXB1024A,初中国际双优体系二级A（卓越一）,初中国际双优体系二级A（B班寒暑卓越一）,美国同步课程,8,8,960,960,120.0,"	0.00",学术衔接,学术衔接,专项体系,专项体系,初中国际双优体系二级A,初中国际双优体系二级A,否,,可续,,,,3300.00,周艳芳(124097),,暑假,,正常,2026-08-07,2026-08-07,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-24,春秋季每周六10:30~12:30，寒暑假集中上课,无教材,2026-08-15,5,国外考试部,八方,八方虚拟教室1,班级刷卡,12人,国外考试部,八方24品教学区,2026-08-15,6,7,
"国外考试部",全科,"阅读,写作,听力,口语",,FB2703,雅思大学生封闭营费用(送北京GRE集训营),雅思大学生封闭营费用,IELTS直通车,1,1,60,60,60.0,"	0.00",JF6,JF6,计费体系,计费体系,雅思大学生封闭营费用,雅思大学生封闭营费用,否,,,,,,19800.00,,,暑假,,正常,2026-08-25,2026-08-25,已审核,住宿,集训营,住宿班,,1,2026-08-07,待定,无教材,2026-08-25,1,国外考试部,天马教学区,天马07教室,不使用一卡通,25人,国外考试部,天马教学区,2026-08-25,13,14,
"国外考试部",全科,"阅读,写作,词汇,听力,口语,语法",,YLTH2715,IELTS大学生6.5分班（精品班）,IELTS大学生6.5分班（FY25精品）,IELTS进阶班,32,32,3840,3840,120.0,424.00,IELTS,IELTS,常规体系,常规体系,IELTS大学生6.5分班,IELTS大学生6.5分班,否,,可续,,,,6980.00,彭玉莹(452128),,暑假,,正常,2026-08-05,2026-08-05,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,23,2026-05-02,"周一至周六13:30-15:30,15:40-17:40
""","有教材,开课前领取",2026-08-22,23,国外考试部,天马,天马202教室,班级刷卡,25人,国外考试部,天马教学区,2026-08-22,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,FBQ2704,雅思大学生6.5分封闭营,雅思大学生6.5分封闭营（25人）,IELTS进阶班,68,90,8160,8160,120.0,436.00,IELTS,IELTS,常规体系,常规体系,雅思大学生6.5分封闭营,雅思大学生6.5分封闭营,否,,可续,,,,23800.00,李婷婷(122952),,暑假,,正常,2026-08-10,2026-08-10,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,25,2025-12-22,周一至周六08:00-18:00上课，19:00-21:00晚自习,"有教材,开课前领取",2026-08-29,17,国外考试部,天马教学区,天马V231教室,班级刷卡,25人,国外考试部,天马教学区,2026-08-29,20,21,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2746B,雅思大学生直通车高级班（B）,雅思大学生直通车高级班（FY26-B）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,魏莱(701222),,暑假,,正常,2026-08-07,2026-08-07,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2026-07-05,"每天08:00-10:00,10:10-12:10,13:30-15:30（8.16不上课）","有教材,开课前领取",2026-08-23,6,国外考试部,天马教学区,天马09教室,班级刷卡,6人,国外考试部,天马教学区,2026-08-23,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,MKY282,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,8,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,,,暑假,,正常,2026-08-08,2026-08-08,已审核,走读,常规面授,常规面授,,25,2026-07-01,口试见课表,无教材,2026-08-13,6,国外考试部,天马,天马201教室,班级刷卡,25人,国外考试部,天马教学区,2026-08-13,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,FBJ2705,雅思大学生6.0分封闭营,雅思大学生6.0分封闭营（FY27）,IELTS进阶班,76,100,9120,9120,120.0,454.00,IELTS,IELTS,常规体系,常规体系,雅思大学生6.0分封闭营,雅思大学生6.0分封闭营,否,,可续,,,,24800.00,龙诗怡(081029),,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,15,2026-07-04,周一至周六08:00-18:00上课，19:00-21:00晚自习,"有教材,开课前领取",2026-08-25,15,国外考试部,天马,天马V229教室,班级刷卡,12人,国外考试部,天马教学区,2026-08-25,6,7,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2722A,雅思大学生直通车高级班（A）,雅思大学生直通车高级班（FY26-A）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,,,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2026-04-20,"周一至周六08:00-10:00,10:10-12:10,13:30-15:30","有教材,开课前领取",2026-08-20,10,国外考试部,芙蓉广场教学区,芙蓉广场16-A9教室,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-20,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,FBQ2705,雅思大学生6.5分封闭营,雅思大学生6.5分封闭营（25人）,IELTS进阶班,68,90,8160,8160,120.0,436.00,IELTS,IELTS,常规体系,常规体系,雅思大学生6.5分封闭营,雅思大学生6.5分封闭营,否,,可续,,,,23800.00,李婷婷(122952),,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,25,2026-04-16,"周一至周六08:00-18:00上课，19:00-21:00晚自习
","有教材,开课前领取",2026-08-22,23,国外考试部,天马教学区,天马02教室,班级刷卡,25人,国外考试部,天马教学区,2026-08-22,20,21,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2707B,雅思大学生直通车高级班（B）,雅思大学生直通车高级班（FY26-B）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,廖乐宁(003955),,暑假,,正常,2026-08-05,2026-08-05,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,9,2025-12-23,"周一至周六08:00-10:00,10:10-12:10,13:30-15:30","有教材,开课前领取",2026-08-22,7,国外考试部,芙蓉广场教学区,芙蓉广场虚拟教室（16楼大会议室）,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-22,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2708B,雅思大学生直通车高级班（B）,雅思大学生直通车高级班（FY26-B）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,,,暑假,,正常,2026-08-05,2026-08-05,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,9,2025-12-23,"周一至周六10:10-12:10,13:30-15:30,15:40-17:40","有教材,开课前领取",2026-08-22,9,国外考试部,芙蓉广场教学区,芙蓉广场虚拟教室（16楼大会议室）,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-22,4,5,
"国外考试部",全科,"阅读,写作,听力,口语",,MKY284,英联邦非标课程,英联邦非标课程（雅思模考赠送）,非标班型（英联邦）,5,12,660,660,132.0,"	0.00",非标项目,非标项目,专项体系,专项体系,英联邦非标课程,英联邦非标课程,否,,可续,,,,100.00,,,暑假,,正常,2026-08-21,2026-08-21,已审核,走读,常规面授,常规面授,,25,2026-07-01,口试时间见课表,无教材,2026-08-26,4,国外考试部,天马,天马五楼VIP2教室（虚拟）,班级刷卡,25人,国外考试部,天马教学区,2026-08-26,13,14,
"国外考试部",全科,"阅读,写作,听力,口语",,YZG2743A,雅思大学生直通车高级班（A）,雅思大学生直通车高级班（FY26-A）,IELTS直通车,32,48,3840,3840,120.0,"	0.00",IELTS,IELTS,常规体系,常规体系,雅思大学生直通车高级班,雅思大学生直通车高级班,否,,可续,,,,12800.00,张淼依(246195),,暑假,,正常,2026-08-12,2026-08-12,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2026-08-04,"周一至周六08:00-10:00,10:10-12:10,13:30-15:30","有教材,开课前领取",2026-08-29,10,国外考试部,天马教学区,天马07教室,班级刷卡,6人,国外考试部,天马教学区,2026-08-29,4,5,
"国外考试部",全科,"阅读,写作,词汇,听力,口语,语法",,YSY2714,雅思预备班,雅思预备班（FY26）,IELTS直通车,48,48,5760,5760,120.0,158.00,IELTS,IELTS,常规体系,常规体系,雅思预备班,雅思预备班,否,,可续,,,,15800.00,江芷仪(446891),,暑假,,正常,2026-08-03,2026-08-03,已审核,"走读,在线","常规面授,在线直播",在线直播,云教室小班（25人以下）,10,2025-12-23,"周一至周六五08:00-10:00,10:10-12:10","有教材,开课前领取",2026-08-29,9,国外考试部,芙蓉广场教学区,芙蓉广场虚拟教室（16楼大会议室）,班级刷卡,6人,国外考试部,芙蓉广场教学区,2026-08-29,3,4,
